partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,skills_cleaned,cluster
Università Bocconi,Private Equity and Venture Capital,"{"" Business Analysis"","" Entrepreneurial Finance"","" Finance"","" Financial Management"","" Investment Management"","" Mergers & Acquisitions"","" Entrepreneurship"","" Decision Making"","" Financial Analysis"","" Strategy""}",4.8,7.8k,Mixed , Course , 1 - 3 Months,False,"{"" business analysis"","" entrepreneurial finance"","" finance"","" financial management"","" investment management"","" mergers & acquisitions"","" entrepreneurship"","" decision making"","" financial analysis"","" strategy""}",App Development
Google,Foundations of Business Intelligence,"{"" Business Intelligence"","" Leadership and Management""}",4.8,670,Advanced , Course , 1 - 4 Weeks,False,"{"" business intelligence"","" leadership and management""}",App Development
"University of California, Davis",Geographic Information Systems  (GIS),"{"" ArcGIS"","" Data Analysis"","" Spatial Analysis"","" Spatial Data Analysis"","" Data Visualization"","" GIS Software"","" Geovisualization"","" Data Visualization Software"","" Databases"","" Interactive Data Visualization"","" Leadership and Management""}",4.8,5.8k,Beginner , Specialization , 3 - 6 Months,False,"{"" arcgis"","" data analysis"","" spatial analysis"","" spatial data analysis"","" data visualization"","" gis software"","" geovisualization"","" data visualization software"","" databases"","" interactive data visualization"","" leadership and management""}",Cyber Security
University of Minnesota,Human Resource Management: HR for People Managers,"{"" Human Resources"","" Human Resources Operations"","" Employee Relations"","" Strategy and Operations"","" People Management"","" Leadership and Management"","" Communication"","" Strategy"","" Compensation"","" People Development"","" Performance Management"","" Organizational Development"","" Planning"","" Professional Development"","" Recruitment"","" Business Psychology"","" Human Learning"","" People Analysis"","" Benefits"","" Business Analysis"","" Culture""}",4.8,13.8k,Beginner , Specialization , 3 - 6 Months,False,"{"" human resources"","" human resources operations"","" employee relations"","" strategy and operations"","" people management"","" leadership and management"","" communication"","" strategy"","" compensation"","" people development"","" performance management"","" organizational development"","" planning"","" professional development"","" recruitment"","" business psychology"","" human learning"","" people analysis"","" benefits"","" business analysis"","" culture""}",App Development
Yale University,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,"{"" Negotiation"","" Game Theory"","" Strategy""}",4.9,4.7k,Mixed , Course , 1 - 3 Months,False,"{"" negotiation"","" game theory"","" strategy""}",Web Development
University of Alberta,Software Product Management,"{"" Software Engineering"","" Agile Software Development"","" Product Management"","" Design and Product"","" Leadership and Management"","" Project Management"","" Planning"","" Application Development"","" Product Design"","" Entrepreneurship"","" Strategy and Operations"","" Business Analysis"","" Collaboration"","" User Experience"","" Scrum (Software Development)"","" Supply Chain and Logistics""}",4.7,11.3k,Beginner , Specialization , 3 - 6 Months,False,"{"" software engineering"","" agile software development"","" product management"","" design and product"","" leadership and management"","" project management"","" planning"","" application development"","" product design"","" entrepreneurship"","" strategy and operations"","" business analysis"","" collaboration"","" user experience"","" scrum (software development)"","" supply chain and logistics""}",App Development
"University of California, Irvine",Project Management & Other Tools for Career Development,"{"" Project Management"","" Communication"","" Collaboration"","" Decision Making"","" Leadership and Management"","" Strategy and Operations"","" Business Communication"","" People Management"","" Business Analysis"","" Conflict Management"","" Critical Thinking"","" Problem Solving"","" Professional Development"","" Customer Relationship Management"","" Business Development"","" Negotiation"","" Planning"","" Writing"","" Adaptability"","" Deep Learning"","" Business Research"","" Strategy"","" Benefits"","" Data Visualization Software"","" Risk Management"","" Scrum (Software Development)"","" User Experience""}",4.7,34.9k,Beginner , Specialization , 3 - 6 Months,False,"{"" project management"","" communication"","" collaboration"","" decision making"","" leadership and management"","" strategy and operations"","" business communication"","" people management"","" business analysis"","" conflict management"","" critical thinking"","" problem solving"","" professional development"","" customer relationship management"","" business development"","" negotiation"","" planning"","" writing"","" adaptability"","" deep learning"","" business research"","" strategy"","" benefits"","" data visualization software"","" risk management"","" scrum (software development)"","" user experience""}",App Development
"University of Maryland, College Park","Product Ideation, Design, and Management","{"" Leadership and Management"","" Strategy and Operations"","" Product Management"","" Design and Product"","" Entrepreneurship"","" Product Development"","" Strategy"","" Product Design"","" Marketing"","" Product Strategy"","" Research and Design"","" Market Research"","" Market Analysis"","" Product Marketing"","" Finance"","" Sales"","" Investment Management"","" Planning"","" Project Management"","" Financial Analysis"","" Financial Management"","" Business Psychology"","" Budget Management"","" Entrepreneurial Finance"","" Software Engineering Tools"","" Innovation""}",4.5,470,Beginner , Specialization , 3 - 6 Months,False,"{"" leadership and management"","" strategy and operations"","" product management"","" design and product"","" entrepreneurship"","" product development"","" strategy"","" product design"","" marketing"","" product strategy"","" research and design"","" market research"","" market analysis"","" product marketing"","" finance"","" sales"","" investment management"","" planning"","" project management"","" financial analysis"","" financial management"","" business psychology"","" budget management"","" entrepreneurial finance"","" software engineering tools"","" innovation""}",App Development
IBM,Excel Basics for Data Analysis,"{"" Microsoft Excel"","" Spreadsheet Software"","" Data Analysis"","" Data Science""}",4.8,6.7k,Beginner , Course , 1 - 3 Months,False,"{"" microsoft excel"","" spreadsheet software"","" data analysis"","" data science""}",Cyber Security
"University of California, Irvine",UCI Project Management,"{"" Leadership and Management"","" Strategy and Operations"","" Project Management"","" Planning""}",4.7,276,Beginner , Professional Certificate , 3 - 6 Months,False,"{"" leadership and management"","" strategy and operations"","" project management"","" planning""}",App Development
Google Cloud,Getting started with Google Workspace,"{"" Collaboration"","" Google Cloud Platform"","" Communication"","" Cloud Applications"","" User Experience"","" Leadership and Management"","" Cloud Platforms"","" Cloud Computing"","" Business Communication"","" Organizational Development"","" Google App Engine"","" Cloud Storage"","" Data Management"","" Planning"","" Problem Solving"","" Business Analysis"","" Spreadsheet Software"","" Business Process Management"","" Data Visualization"","" Other Cloud Platforms and Tools"","" Project Management"","" Writing"","" Professional Development"","" Data Analysis"","" Strategy"","" Databases"","" Design and Product"","" Visual Design"","" Graphic Design""}",4.7,1.3k,Beginner , Specialization , 3 - 6 Months,False,"{"" collaboration"","" google cloud platform"","" communication"","" cloud applications"","" user experience"","" leadership and management"","" cloud platforms"","" cloud computing"","" business communication"","" organizational development"","" google app engine"","" cloud storage"","" data management"","" planning"","" problem solving"","" business analysis"","" spreadsheet software"","" business process management"","" data visualization"","" other cloud platforms and tools"","" project management"","" writing"","" professional development"","" data analysis"","" strategy"","" databases"","" design and product"","" visual design"","" graphic design""}",Cyber Security
Stanford University,Organizational Analysis,"{"" Leadership and Management"","" Organizational Development"","" Strategy"","" Strategy and Operations"","" Decision Making"","" Business Psychology"","" Change Management"","" Culture"","" Business Analysis"","" People Analysis""}",4.6,1.4k,Beginner , Course , 1 - 3 Months,False,"{"" leadership and management"","" organizational development"","" strategy"","" strategy and operations"","" decision making"","" business psychology"","" change management"","" culture"","" business analysis"","" people analysis""}",App Development
Google,Google Data Analytics,"{"" Decision Making"","" Data Analysis"","" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Business Analysis"","" Design and Product"","" Planning"","" Communication"","" Business Psychology"","" Entrepreneurship"","" Business Development"","" Business Communication"","" Critical Thinking"","" Problem Solving"","" Exploratory Data Analysis"","" Process Analysis"","" Data Visualization"","" Operational Analysis"","" Visualization (Computer Graphics)"","" Interactive Data Visualization"","" Spreadsheet Software"","" Databases"","" SQL""}",4.5,115,Beginner , Professional Certificate , 3 - 6 Months,False,"{"" decision making"","" data analysis"","" leadership and management"","" strategy"","" strategy and operations"","" business analysis"","" design and product"","" planning"","" communication"","" business psychology"","" entrepreneurship"","" business development"","" business communication"","" critical thinking"","" problem solving"","" exploratory data analysis"","" process analysis"","" data visualization"","" operational analysis"","" visualization (computer graphics)"","" interactive data visualization"","" spreadsheet software"","" databases"","" sql""}",App Development
University of Michigan,Programming for Everybody (Getting Started with Python),"{"" Algorithms"","" Computational Logic"","" Computational Thinking"","" Computer Programming"","" Critical Thinking"","" Problem Solving"","" Programming Principles"","" Python Programming"","" Software Engineering"","" Theoretical Computer Science""}",4.8,224.9k,Beginner , Course , 1 - 3 Months,False,"{"" algorithms"","" computational logic"","" computational thinking"","" computer programming"","" critical thinking"","" problem solving"","" programming principles"","" python programming"","" software engineering"","" theoretical computer science""}",Machine Learning
University of Illinois at Urbana-Champaign,Instructional Design Foundations and Applications,"{""(638 reviews)""}",4.0,638,Mixed , Course , 1 - 3 Months,False,"{""(638 reviews)""}",Cloud Computing
DeepLearning.AI,Generative AI for Everyone,{Course},,,Course,,,False,{course},Web Development
DeepLearning.AI,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization","{"" Applied Machine Learning"","" Deep Learning"","" Machine Learning"","" Artificial Neural Networks"","" Machine Learning Algorithms"","" Algorithms"","" Computer Programming"","" Mathematics"","" Python Programming"","" Mathematical Theory & Analysis"","" Tensorflow"","" Human Learning""}",4.9,62.6k,Intermediate , Course , 1 - 4 Weeks,False,"{"" applied machine learning"","" deep learning"","" machine learning"","" artificial neural networks"","" machine learning algorithms"","" algorithms"","" computer programming"","" mathematics"","" python programming"","" mathematical theory & analysis"","" tensorflow"","" human learning""}",Machine Learning
Google,Share Data Through the Art of Visualization,"{"" Business Communication"","" Data Analysis"","" Data Visualization"","" Data Visualization Software"","" Tableau Software""}",4.6,7.7k,Beginner , Course , 1 - 4 Weeks,False,"{"" business communication"","" data analysis"","" data visualization"","" data visualization software"","" tableau software""}",Cyber Security
DeepLearning.AI,AI for Medicine,"{"" Machine Learning"","" Machine Learning Algorithms"","" Deep Learning"","" Python Programming"","" Artificial Neural Networks"","" Statistical Programming"","" Probability & Statistics"","" Natural Language Processing""}",4.7,2.2k,Intermediate , Specialization , 1 - 3 Months,False,"{"" machine learning"","" machine learning algorithms"","" deep learning"","" python programming"","" artificial neural networks"","" statistical programming"","" probability & statistics"","" natural language processing""}",Machine Learning
Google,Foundations of Data Science,"{"" Communication"","" Data Analysis"","" Planning"","" Project Management""}",4.7,1.3k,Advanced , Course , 1 - 3 Months,False,"{"" communication"","" data analysis"","" planning"","" project management""}",App Development
Google,Sound the Alarm: Detection and Response,"{"" Linux"","" Network Security"","" Computer Security Incident Management"","" Leadership and Management""}",4.8,746,Beginner , Course , 1 - 4 Weeks,False,"{"" linux"","" network security"","" computer security incident management"","" leadership and management""}",Cyber Security
Microsoft,Microsoft Azure Fundamentals AZ-900 Exam Prep,"{"" Cloud Computing"","" Microsoft Azure"","" Cloud Management"","" Cloud Applications"","" Cloud Infrastructure"","" Cloud Platforms"","" Network Security"","" Cloud Engineering"","" Cloud Standards"","" DevOps"","" Leadership and Management"","" System Security"","" Cloud Storage"","" Machine Learning"","" Software As A Service"","" Cloud-Based Integration"","" Software Security"","" Data Management"","" Network Architecture"","" Security Software"","" Account Management"","" Database Administration"","" Databases"","" Web Development Tools""}",4.6,2.4k,Beginner , Specialization , 3 - 6 Months,False,"{"" cloud computing"","" microsoft azure"","" cloud management"","" cloud applications"","" cloud infrastructure"","" cloud platforms"","" network security"","" cloud engineering"","" cloud standards"","" devops"","" leadership and management"","" system security"","" cloud storage"","" machine learning"","" software as a service"","" cloud-based integration"","" software security"","" data management"","" network architecture"","" security software"","" account management"","" database administration"","" databases"","" web development tools""}",Cyber Security
University of Colorado Boulder,Project Management,"{"" Leadership and Management"","" Project Management"","" Planning"","" Strategy and Operations"","" Product Management"","" Agile Software Development"","" People Management"","" Strategy"","" Scrum (Software Development)"","" Performance Management"","" Risk Management"","" Business Process Management"","" Business Communication"","" Decision Making"","" Organizational Development"","" Product Development"","" Data Analysis"","" Estimation"","" Budget Management""}",4.8,452,Beginner , Specialization , 1 - 3 Months,False,"{"" leadership and management"","" project management"","" planning"","" strategy and operations"","" product management"","" agile software development"","" people management"","" strategy"","" scrum (software development)"","" performance management"","" risk management"","" business process management"","" business communication"","" decision making"","" organizational development"","" product development"","" data analysis"","" estimation"","" budget management""}",App Development
Stanford University,Game Theory,"{"" Decision Making"","" Game Theory"","" General Statistics"","" Problem Solving"","" Critical Thinking"","" Mathematical Theory & Analysis""}",4.6,4.5k,Beginner , Course , 1 - 3 Months,False,"{"" decision making"","" game theory"","" general statistics"","" problem solving"","" critical thinking"","" mathematical theory & analysis""}",App Development
California Institute of the Arts,UI / UX Design,"{"" Design and Product"","" Front-End Web Development"","" Graphic Design"","" Interactive Design"","" Research and Design"","" User Experience"","" User Experience Design"","" Visual Design"","" Visualization (Computer Graphics)"","" Web Design"","" Strategy""}",4.7,7.2k,Beginner , Specialization , 3 - 6 Months,False,"{"" design and product"","" front-end web development"","" graphic design"","" interactive design"","" research and design"","" user experience"","" user experience design"","" visual design"","" visualization (computer graphics)"","" web design"","" strategy""}",Cyber Security
IESE Business School,Foundations of Management,"{"" Leadership and Management"","" Accounting"","" Financial Accounting"","" Communication"","" Customer Analysis"","" Design and Product"","" Human Resources"","" Market Analysis"","" Marketing"","" Strategy and Operations"","" Finance"","" Financial Management"","" Leadership Development"","" Marketing Design"","" Product Marketing"","" Strategy"","" Employee Relations"","" Management Accounting"","" Market Research"","" People Development"","" People Management"","" Business Psychology"","" Collaboration"","" Culture"","" Financial Analysis""}",4.8,4.7k,Beginner , Specialization , 3 - 6 Months,False,"{"" leadership and management"","" accounting"","" financial accounting"","" communication"","" customer analysis"","" design and product"","" human resources"","" market analysis"","" marketing"","" strategy and operations"","" finance"","" financial management"","" leadership development"","" marketing design"","" product marketing"","" strategy"","" employee relations"","" management accounting"","" market research"","" people development"","" people management"","" business psychology"","" collaboration"","" culture"","" financial analysis""}",App Development
Intuit,Bookkeeping Basics,"{"" Accounting"","" General Accounting"","" Accounting Software"","" Finance""}",4.6,4k,Beginner , Course , 1 - 4 Weeks,False,"{"" accounting"","" general accounting"","" accounting software"","" finance""}",App Development
LearnQuest,Scrum Master Certification,"{"" Agile Software Development"","" Scrum (Software Development)"","" Project Management"","" Software Engineering"","" Continuous Delivery"","" Product Development"","" Continuous Integration"","" Leadership and Management"","" Product Management"","" Collaboration"","" DevOps"","" Software Testing"","" Product Lifecycle"","" Planning"","" Process Analysis"","" Software Engineering Tools"","" System Software"","" Business Communication"","" Devops Tools"","" Risk Management""}",4.7,2.5k,Beginner , Specialization , 3 - 6 Months,False,"{"" agile software development"","" scrum (software development)"","" project management"","" software engineering"","" continuous delivery"","" product development"","" continuous integration"","" leadership and management"","" product management"","" collaboration"","" devops"","" software testing"","" product lifecycle"","" planning"","" process analysis"","" software engineering tools"","" system software"","" business communication"","" devops tools"","" risk management""}",Cyber Security
University of Illinois at Urbana-Champaign,Financial Analysis - Skills for Success,"{"" Finance"","" Financial Accounting"","" Accounts Payable and Receivable"","" Accounting"","" General Accounting"","" Financial Analysis"","" Leadership and Management"","" Cost Accounting"","" Generally Accepted Accounting Principles (GAAP)"","" Account Management"","" Business Analysis"","" Management Accounting"","" Risk Management"","" Data Analysis"","" Planning""}",4.7,160,Beginner , Specialization , 1 - 3 Months,False,"{"" finance"","" financial accounting"","" accounts payable and receivable"","" accounting"","" general accounting"","" financial analysis"","" leadership and management"","" cost accounting"","" generally accepted accounting principles (gaap)"","" account management"","" business analysis"","" management accounting"","" risk management"","" data analysis"","" planning""}",App Development
Google,From Likes to Leads: Interact with Customers Online,"{"" Digital Marketing"","" Marketing"","" Marketing Management"","" Media Strategy & Planning"","" Social Media"","" Advertising"","" Data Analysis"","" Strategy""}",4.8,2.1k,Beginner , Course , 1 - 3 Months,False,"{"" digital marketing"","" marketing"","" marketing management"","" media strategy & planning"","" social media"","" advertising"","" data analysis"","" strategy""}",App Development
Google Cloud,Google Professional Workspace Administrator,"{"" Leadership and Management"","" Account Management"","" Google Cloud Platform"","" Cloud Management"","" System Security"","" Cloud Applications"","" Cloud Platforms"","" Security Engineering"","" Operations Management"","" Software Security"","" Network Security"","" Cloud Computing"","" Data Management"","" Security Strategy"","" Cloud Infrastructure"","" Organizational Development"","" Other Cloud Platforms and Tools"","" Change Management"","" Cloud-Based Integration"","" Database Administration"","" Collaboration"","" Software As A Service"","" Strategy and Operations"","" Computer Security Incident Management"","" Planning"","" Strategy"","" Security Software"","" Project Management"","" Mobile Security"","" Accounting""}",4.7,2.9k,Beginner , Professional Certificate , 1 - 4 Weeks,False,"{"" leadership and management"","" account management"","" google cloud platform"","" cloud management"","" system security"","" cloud applications"","" cloud platforms"","" security engineering"","" operations management"","" software security"","" network security"","" cloud computing"","" data management"","" security strategy"","" cloud infrastructure"","" organizational development"","" other cloud platforms and tools"","" change management"","" cloud-based integration"","" database administration"","" collaboration"","" software as a service"","" strategy and operations"","" computer security incident management"","" planning"","" strategy"","" security software"","" project management"","" mobile security"","" accounting""}",Cyber Security
Google,Data Analysis with R Programming,"{"" R Programming"","" Data Analysis"","" Computer Programming"","" SQL""}",4.8,8.7k,Beginner , Course , 1 - 3 Months,False,"{"" r programming"","" data analysis"","" computer programming"","" sql""}",Machine Learning
Yale University,Connected Leadership,"{"" Leadership and Management"","" Change Management"","" People Management"","" Process Analysis""}",4.8,247,Beginner , Course , 1 - 3 Months,False,"{"" leadership and management"","" change management"","" people management"","" process analysis""}",App Development
Tableau Learning Partner,Tableau Business Intelligence Analyst,"{"" Business Analysis"","" Data Analysis"","" Data Architecture"","" Data Management"","" Interactive Data Visualization"","" Project Management"","" Tableau Software""}",4.8,97,Beginner , Professional Certificate , 3 - 6 Months,False,"{"" business analysis"","" data analysis"","" data architecture"","" data management"","" interactive data visualization"","" project management"","" tableau software""}",Cyber Security
IBM,Applied Data Science with R,"{"" Data Analysis"","" R Programming"","" Computer Programming"","" Statistical Programming"","" Data Management"","" Data Visualization"","" Databases"","" Exploratory Data Analysis"","" Statistical Analysis"","" Data Analysis Software"","" Data Structures"","" Plot (Graphics)"","" Statistical Visualization"","" Basic Descriptive Statistics"","" Interactive Data Visualization"","" SQL"","" Database Application"","" Extract"","" Transform"","" Load"","" General Statistics"","" Visualization (Computer Graphics)"","" Programming Principles"","" Regression"","" Database Administration"","" Database Design"","" Database Theory"","" Computer Programming Tools"","" Correlation And Dependence"","" Statistical Machine Learning"","" Visual Design"","" Data Science""}",4.5,803,Beginner , Specialization , 3 - 6 Months,False,"{"" data analysis"","" r programming"","" computer programming"","" statistical programming"","" data management"","" data visualization"","" databases"","" exploratory data analysis"","" statistical analysis"","" data analysis software"","" data structures"","" plot (graphics)"","" statistical visualization"","" basic descriptive statistics"","" interactive data visualization"","" sql"","" database application"","" extract"","" transform"","" load"","" general statistics"","" visualization (computer graphics)"","" programming principles"","" regression"","" database administration"","" database design"","" database theory"","" computer programming tools"","" correlation and dependence"","" statistical machine learning"","" visual design"","" data science""}",Machine Learning
Stanford University,Stanford Introduction to Food and Health,"{""(30.2k reviews)""}",4.7,30.2k,Beginner , Course , 1 - 3 Months,False,"{""(30.2k reviews)""}",Cloud Computing
IBM,IBM DevOps and Software Engineering,"{""""}",,,,,,False,"{""""}",Web Development
Google,Google Project Management,"{"" Leadership and Management"","" Planning"","" Communication"","" Strategy"","" Strategy and Operations"","" Business Analysis"","" Business Development"","" Business Psychology"","" Collaboration"","" Decision Making"","" Design and Product"","" Data Analysis"","" Entrepreneurship"","" Business Communication"","" Emotional Intelligence"","" People Management"","" Resilience"","" C++ Programming"","" Critical Thinking"","" Network Security"","" Data Analysis Software"","" Adaptability"","" Organizational Development"","" Project Management"","" Culture""}",4.6,149,Beginner , Professional Certificate , 3 - 6 Months,False,"{"" leadership and management"","" planning"","" communication"","" strategy"","" strategy and operations"","" business analysis"","" business development"","" business psychology"","" collaboration"","" decision making"","" design and product"","" data analysis"","" entrepreneurship"","" business communication"","" emotional intelligence"","" people management"","" resilience"","" c++ programming"","" critical thinking"","" network security"","" data analysis software"","" adaptability"","" organizational development"","" project management"","" culture""}",App Development
University of Virginia,Artificial Intelligence in Marketing,"{"" Digital Marketing"","" Marketing"","" Algorithms"","" Customer Relationship Management"","" Market Analysis"","" Strategy"","" Customer Success"","" Leadership and Management"","" Machine Learning Algorithms"","" Strategy and Operations""}",4.5,146,Beginner , Course , 1 - 4 Weeks,False,"{"" digital marketing"","" marketing"","" algorithms"","" customer relationship management"","" market analysis"","" strategy"","" customer success"","" leadership and management"","" machine learning algorithms"","" strategy and operations""}",App Development
IBM,Introduction to Cloud Computing,"{"" Cloud Computing"","" Cloud Applications"","" Cloud Infrastructure"","" Cloud Platforms"","" Cloud Storage"","" DevOps"","" IBM Cloud""}",4.6,4.7k,Beginner , Course , 1 - 3 Months,False,"{"" cloud computing"","" cloud applications"","" cloud infrastructure"","" cloud platforms"","" cloud storage"","" devops"","" ibm cloud""}",Cyber Security
Johns Hopkins University,Clinical Trials Operations,"{"" Leadership and Management"","" Data Management"","" Clinical Data Management"","" Communication"","" Data Analysis"","" Recruitment"","" Statistical Analysis""}",4.8,217,Beginner , Specialization , 3 - 6 Months,False,"{"" leadership and management"","" data management"","" clinical data management"","" communication"","" data analysis"","" recruitment"","" statistical analysis""}",App Development
"University of California, Irvine",Project Management Principles and Practices,"{"" Project Management"","" Strategy and Operations"","" Leadership and Management"","" Collaboration"","" Communication"","" Conflict Management"","" Risk Management"","" Estimation"","" Planning""}",4.7,28.8k,Beginner , Specialization , 3 - 6 Months,False,"{"" project management"","" strategy and operations"","" leadership and management"","" collaboration"","" communication"","" conflict management"","" risk management"","" estimation"","" planning""}",App Development
Università Bocconi,Management of Fashion and Luxury Companies,"{"" Brand Management"","" Leadership and Management"","" Marketing"","" Retail Sales"","" Strategy"","" Business Analysis"","" Communication"","" Customer Analysis"","" Media Strategy & Planning"","" Product Design"","" Product Development""}",4.7,5.6k,Mixed , Course , 1 - 3 Months,False,"{"" brand management"","" leadership and management"","" marketing"","" retail sales"","" strategy"","" business analysis"","" communication"","" customer analysis"","" media strategy & planning"","" product design"","" product development""}",App Development
Google,Soporte de Tecnologías de la Información de Google,"{"" Computer Networking"","" Communication"","" Computer Architecture"","" Operating Systems"","" Security Engineering"","" Network Security"","" Networking Hardware"","" Network Architecture"","" Human Computer Interaction"","" Software Security"","" System Software"","" Theoretical Computer Science"","" Security Software"","" Software-Defined Networking"","" Cloud Computing"","" Computational Logic"","" Data Management"","" Network Model"","" Customer Support"","" System Security"","" Cryptography"","" Problem Solving"","" Security Strategy"","" Adaptability"","" Linux""}",4.9,14.7k,Beginner , Professional Certificate , 3 - 6 Months,False,"{"" computer networking"","" communication"","" computer architecture"","" operating systems"","" security engineering"","" network security"","" networking hardware"","" network architecture"","" human computer interaction"","" software security"","" system software"","" theoretical computer science"","" security software"","" software-defined networking"","" cloud computing"","" computational logic"","" data management"","" network model"","" customer support"","" system security"","" cryptography"","" problem solving"","" security strategy"","" adaptability"","" linux""}",Cyber Security
Wesleyan University,Creative Writing,"{"" Creativity"","" Human Learning"","" Storytelling"","" Writing""}",4.6,5.8k,Beginner , Specialization , 3 - 6 Months,False,"{"" creativity"","" human learning"","" storytelling"","" writing""}",Web Development
DeepLearning.AI,Introduction to Machine Learning in Production,"{"" Machine Learning"","" Applied Machine Learning"","" Leadership and Management""}",4.8,2.6k,Advanced , Course , 1 - 4 Weeks,False,"{"" machine learning"","" applied machine learning"","" leadership and management""}",App Development
Macquarie University,"Influencing: Storytelling, Change Management and Governance","{"" Leadership and Management"","" Communication"","" Business Psychology"","" Strategy and Operations"","" Change Management"","" Conflict Management"","" Influencing"","" Organizational Development"","" Risk Management"","" Marketing"","" Negotiation"","" Sales"","" Critical Thinking"","" Decision Making"","" Entrepreneurship"","" Human Resources"","" Probability & Statistics"","" Business Communication"","" Employee Relations"","" People Analysis"","" Tensorflow"","" Storytelling""}",4.8,3.6k,Beginner , Specialization , 3 - 6 Months,False,"{"" leadership and management"","" communication"","" business psychology"","" strategy and operations"","" change management"","" conflict management"","" influencing"","" organizational development"","" risk management"","" marketing"","" negotiation"","" sales"","" critical thinking"","" decision making"","" entrepreneurship"","" human resources"","" probability & statistics"","" business communication"","" employee relations"","" people analysis"","" tensorflow"","" storytelling""}",App Development
Google,Automate Cybersecurity Tasks with Python,"{"" Python Programming"","" Algorithms"","" Computer Programming""}",4.8,726,Beginner , Course , 1 - 4 Weeks,False,"{"" python programming"","" algorithms"","" computer programming""}",Machine Learning
Google,IT Security: Defense against the digital dark arts,"{"" Cryptography"","" Network Security"","" System Security""}",4.8,21k,Beginner , Course , 1 - 3 Months,False,"{"" cryptography"","" network security"","" system security""}",Cyber Security
Johns Hopkins University,Principles of Management,"{"" Leadership and Management"","" Planning"","" Strategy"","" Critical Thinking"","" Operations Management"","" People Management"","" Strategy and Operations"","" Business Communication"","" Business Intelligence"","" Organizational Development"","" Project Management""}",4.7,206,Mixed , Course , 1 - 4 Weeks,False,"{"" leadership and management"","" planning"","" strategy"","" critical thinking"","" operations management"","" people management"","" strategy and operations"","" business communication"","" business intelligence"","" organizational development"","" project management""}",App Development
Google,Build Wireframes and Low-Fidelity Prototypes,"{"" Product Design"","" User Experience"","" User Research""}",4.9,7.6k,Beginner , Course , 1 - 4 Weeks,False,"{"" product design"","" user experience"","" user research""}",Web Development
University of Illinois at Urbana-Champaign,Accelerated Computer Science Fundamentals,"{"" Computer Programming"","" C Programming Language Family"","" Data Structures"","" Algorithms"","" C++ Programming"","" Theoretical Computer Science"","" Programming Principles"","" Computational Thinking"","" Problem Solving"","" Computer Programming Tools"","" Critical Thinking"","" Computational Logic"","" Graph Theory""}",4.7,3.3k,Intermediate , Specialization , 1 - 3 Months,False,"{"" computer programming"","" c programming language family"","" data structures"","" algorithms"","" c++ programming"","" theoretical computer science"","" programming principles"","" computational thinking"","" problem solving"","" computer programming tools"","" critical thinking"","" computational logic"","" graph theory""}",Machine Learning
"University of California, Irvine",Career Success,"{"" Leadership and Management"","" Professional Development"","" Strategy and Operations"","" Business Communication"","" Adaptability"","" Business Analysis"","" Communication"","" Decision Making"","" Project Management"","" People Management"","" Critical Thinking"","" Collaboration"","" Customer Relationship Management"","" Strategy"","" Planning"","" Business Development"","" Problem Solving"","" Accounting"","" Change Management"","" Conflict Management"","" Financial Accounting"","" Leadership Development"","" Entrepreneurship"","" People Development"","" Business Research"","" Cost Accounting"","" Deep Learning"","" Finance"","" Financial Management"","" General Accounting"","" Generally Accepted Accounting Principles (GAAP)"","" Negotiation"","" Financial Analysis"","" Writing"","" Benefits"","" Contract Management"","" Entrepreneurial Finance"","" Data Visualization Software"","" Marketing"","" Scrum (Software Development)"","" User Experience"","" Estimation""}",4.6,41.3k,Beginner , Specialization , 3 - 6 Months,False,"{"" leadership and management"","" professional development"","" strategy and operations"","" business communication"","" adaptability"","" business analysis"","" communication"","" decision making"","" project management"","" people management"","" critical thinking"","" collaboration"","" customer relationship management"","" strategy"","" planning"","" business development"","" problem solving"","" accounting"","" change management"","" conflict management"","" financial accounting"","" leadership development"","" entrepreneurship"","" people development"","" business research"","" cost accounting"","" deep learning"","" finance"","" financial management"","" general accounting"","" generally accepted accounting principles (gaap)"","" negotiation"","" financial analysis"","" writing"","" benefits"","" contract management"","" entrepreneurial finance"","" data visualization software"","" marketing"","" scrum (software development)"","" user experience"","" estimation""}",App Development
University of Pennsylvania,AI Fundamentals for Non-Data Scientists,"{"" Machine Learning"","" Machine Learning Algorithms"","" Artificial Neural Networks"","" Data Analysis"","" Deep Learning"","" Human Learning"","" Big Data""}",4.8,210,Mixed , Course , 1 - 4 Weeks,False,"{"" machine learning"","" machine learning algorithms"","" artificial neural networks"","" data analysis"","" deep learning"","" human learning"","" big data""}",Machine Learning
University of Pennsylvania,Intellectual Property Law,"{"" Critical Thinking"","" Strategy"","" Innovation"","" Brand Management"","" Leadership and Management"","" Marketing"","" Strategy and Operations"","" Design and Product""}",4.8,1.2k,Intermediate , Specialization , 3 - 6 Months,False,"{"" critical thinking"","" strategy"","" innovation"","" brand management"","" leadership and management"","" marketing"","" strategy and operations"","" design and product""}",App Development
